Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,PoolArea,SalePrice,0,1,2,3,4,9,11,15,18,19,20,22,24,25,28,32,33,43,44,53,57,60,71,73,78,85,95
1185,20,50.0,35133,5,4,1963,1963,226.0,1159,413,1572,1572,0,1572,1,1,1,3,1,5,2,3,995,0,263,0,263,0,186700,-1.2153610341680054,-1.2762094432273925,0.7530582576226487,-0.611681507396822,0.6462136498377151,-0.5932098989482318,0.9296116148224888,-0.6026793797609684,0.03782471147983892,0.03590186873816963,-0.8780062553103806,-0.6510843381182894,-0.5982275683133125,0.20287234794391287,0.36809736271025467,-0.5360796921362345,-0.07709340194035755,-0.00914631936599309,0.36711269907856925,0.5635428952749709,0.28978770765735223,-0.05175279972263862,-0.24713382187290056,-0.0007683167197193124,0.21281031142741633,-0.506499425361398,0.3761339628739582
1186,50,60.0,9738,5,7,1924,1950,0.0,392,392,784,949,272,1221,1,1,0,4,1,7,0,1,392,0,0,236,0,0,104900,-1.5950656445809568,0.2819878255421845,-0.1471929109641813,-0.16687200638577707,-0.39506170405445173,-0.7596468998973562,-0.36977255441129386,0.1604661458621546,0.4777797779406756,-0.6404387058354658,0.6859341049294602,0.48082916742104925,0.09457336169581099,0.13655349775351586,0.4996345400763215,0.06397527264289596,0.5576505517910759,0.062071137985504975,0.336343754002627,0.2580073999912642,-0.09644053950567502,-0.07039655471536253,-0.12250657438718539,0.054208217254449645,-0.07280279390750317,-0.10731955738911024,-0.059202341924693036
1187,190,107.0,10615,3,5,1900,1970,0.0,440,538,978,1014,685,1699,1,2,0,3,2,7,0,2,420,0,74,0,0,0,95000,-1.463401812935546,0.13863801634852094,-0.9178215259834064,1.4998655089905728,0.7367531211623887,0.9142013733805301,0.055731563421733264,-0.03028800898509582,-0.23336214578733921,-0.22848410418091006,-0.07774510727248796,-0.7156941545828558,-0.48926755962574836,-0.7337701852267651,0.09550552533768786,-0.3268275643458351,-0.8422024369101861,0.21458480344621295,-0.16279085872350185,0.7710650926906454,0.0727918805873455,-0.18034256486504943,0.34375622860458144,0.5604689924345613,0.15025164467797758,0.27132940887349194,0.27795909797210355
1188,20,89.0,12461,8,5,1994,1995,0.0,1456,168,1624,1624,0,1624,1,2,0,2,1,5,1,3,757,0,114,192,0,0,262000,1.487057722561072,0.00987528367401688,-0.40569857594978237,-0.16784184964942742,-0.755749037316144,0.9688612007735182,-0.7669797272397001,-0.5995474535136889,-0.03431494239380672,-0.2674091016567641,0.07089125940693308,-0.250823657989921,0.08558454657917192,0.021981477540440657,0.1880014651847287,-0.14287321072156864,0.04008775635592883,-0.33533475243420086,0.07875768054376706,-0.1864112485729153,0.08843155497085736,0.41151508916561824,-0.297110673611204,-0.09902331754424164,0.22123422654318722,0.4587970512089724,-0.37804894407369377
1189,60,68.0,8935,7,5,2002,2002,95.0,0,831,831,831,829,1660,0,2,1,3,1,7,0,2,493,144,68,0,0,0,195000,2.2477485318543495,0.07922793142138433,-1.0293046296474242,-0.16803005029998241,-0.07015578892527893,-0.044361725001919344,0.9829184888215864,-0.2000815671933538,-0.13404957121566985,0.23312860654743645,0.15911578623615938,0.18861402621245218,-0.06909478881433948,0.17067595764212837,0.019900131392988164,0.05403560678993827,0.030770941510986357,0.07313521888026739,0.06352762924795219,0.09107755913713736,-0.07087309508073904,0.0415517829298288,0.00046524587405196924,0.02767327365025766,-0.051823566154098506,-0.06385667600595035,0.04174920473042942
1190,60,60.0,7500,7,5,1999,1999,0.0,0,994,994,1028,776,1804,0,2,1,3,1,7,1,2,442,140,60,0,0,0,189000,0.7413090527402533,0.6794681213622676,-0.7302112790870682,-0.2619111221894784,-0.10001619726638608,-0.8908976724841843,-0.6140792905585452,0.33291641882987333,-0.3839640214000585,-0.6244988348423479,-0.5186353168652138,-0.1017295253594215,-0.07261306068490744,1.004283614281549,-0.6166591543345504,0.250971994264046,-0.04476436996067237,0.014414581549997687,0.17599701015928915,-0.12607993927202468,0.06637020073406132,0.061657388312281,0.17278697457675035,0.06678634998624085,-0.19631997776796603,-0.07333308578297908,0.07032467661341543
1191,190,0.0,32463,4,4,1961,1975,149.0,1159,90,1249,1622,0,1622,1,1,0,3,1,7,1,4,1356,439,0,0,0,0,168000,-1.0098980569090863,-0.6461509195408089,0.6330437274892741,-0.24259597224745805,0.19546263800703254,-1.0263934201150693,0.4038569109085139,0.32258451291392487,0.0842959988860828,1.0919711822811868,0.1394873194939516,-0.08332485910057034,-1.1338022326802841,0.13955785709564772,0.46968461708134884,-0.3763387396959531,0.3776257914529947,-0.2688042293960815,0.29657406927437313,0.7573386903089804,0.3788745661371737,0.20918297277931597,0.15032380417713553,-0.21680988346525742,0.06373584164394555,-0.07760783456314765,0.020184317615845694
1192,160,24.0,2645,8,5,1999,2000,456.0,0,776,776,764,677,1441,0,2,1,2,1,5,0,2,492,206,0,0,0,0,174000,0.966368809268308,1.567754039239754,-0.6597094414004068,-1.377893146642126,1.2737816605427215,0.3348328064304616,0.2694370143150482,-0.20044212201796427,-0.35617421592270665,0.7037183279168101,-0.3154548011993856,0.40071075061185607,-0.13777027986850862,0.09327230210721905,-0.04310161432997843,-0.15972641895978112,0.5322223304545939,0.22421249808624932,-0.22128531297927348,0.06444986213688332,0.16849181973011937,0.23495632374623812,0.08903965815010882,-0.14123586904295507,0.0693737052241656,-0.0704811940720336,-0.2068586755279113
1193,50,60.0,9600,5,8,1925,1994,0.0,0,702,702,842,630,1472,0,1,0,3,1,6,0,1,250,0,0,84,0,0,125000,-0.5863421426954883,2.1449068709698382,0.21500979826512354,0.022918095743436985,-0.14238169871605696,0.0697645712675642,0.28125223306266495,0.6812279926357362,-0.0664055997206009,-0.4558818937630299,-0.4619005684283502,-0.44341756336530685,0.5726404706822534,0.546506077325906,-0.7138434376941935,-0.18884634645178944,-0.39603611897670465,-0.18979489269275795,-0.5069862698582193,0.2251631513407464,0.25893411694698915,-0.10681925961074207,0.28913580886656315,0.021525763605430834,0.020740070964274358,0.02158119461777954,-0.15321812016814879
1194,120,0.0,4500,6,5,1999,1999,425.0,883,341,1224,1224,0,1224,1,2,0,2,1,5,0,2,402,0,304,0,0,0,165000,0.9880926163059796,-0.03813544025743187,1.154378181439039,-0.8180813795672977,0.7839468796882546,0.623701081149878,0.3676259637819203,0.3371233155837119,0.2767085274728906,-0.16766795074028,-0.1154521344357736,-0.19508151777520272,-0.4050192706821388,0.10601751118501705,-0.4646591818552393,0.4473539943120647,0.19524993272000396,0.48084923270084456,-0.12558096146587935,0.14017154053642203,-0.2218659140976484,-0.19011401867799155,-0.19439826550052944,0.0068708183964305645,-0.29357890979961687,-0.3842793861445708,-0.022816834731899528
1195,60,80.0,9364,6,7,1969,1969,143.0,371,292,663,663,689,1352,0,1,1,4,1,7,0,1,299,379,36,0,0,0,158000,-1.2488808581588797,-1.1605312690323544,-0.5399979075569462,-0.19836839693442587,0.8055306735389172,0.4010816202756572,-1.2157520671544462,0.1838948574307069,-0.47115523957247524,0.08803456476888934,0.3480713299866073,-0.18850592894531257,-0.15707764635121985,0.22836884697190102,0.09436023036267632,-0.0625686529615034,0.3260161866979127,-0.009604841871377594,0.09241568680035807,0.09529987924768837,0.15457851185891724,0.012730819889222035,-0.021494192501502755,0.1690108075339302,-0.03435754140392416,0.02978939488623606,-0.047467748596601
1196,60,51.0,8029,6,5,2005,2005,0.0,0,728,728,728,728,1456,0,2,1,3,1,8,0,2,400,100,24,0,0,0,176000,1.5576544626018969,0.5227309263414914,-1.035732229005315,0.5851654207204002,-0.2549012862600973,-0.8931186324654268,0.012271501304989166,0.1939870533285799,-0.2164599283331061,0.14323196161093021,-0.020692819399405423,0.15393280446363902,-0.2057790548772567,0.1577242214840251,-0.9369351062529225,0.34419782756388806,-0.056898374317680266,0.04837691619687072,0.08281059626141678,-0.12506447067384696,0.15928667718826528,0.06328306067888344,0.11788888474910975,0.13755359427194808,-0.13788181517519965,-0.12401379411522782,0.0059265640615171694
1197,60,58.0,14054,7,5,2006,2006,0.0,0,879,879,879,984,1863,0,2,1,4,1,9,1,3,660,100,17,0,0,0,219210,2.403692677400345,0.8852824500935812,0.05625321267986214,1.1266821456281157,0.058179145398899644,-0.7009183221084413,-0.3081879934795752,0.3019563225056765,-0.2603007627734419,0.6944923205413026,-0.3373180452871361,0.34989472737545374,-0.02469095806560733,-0.3688812033133142,-0.47413919419381917,-0.023098912379110263,-0.01991982720698211,-0.4571529987475038,0.1292002283609863,0.03508404781374469,0.1043613325403775,-0.14503636199501646,0.21903583696227566,0.026808326841855985,-0.1293788621817803,-0.012730361609939466,-0.08657168987208534
1198,75,65.0,8850,7,6,1916,1950,0.0,0,815,815,815,875,1690,0,1,0,3,1,7,1,1,225,0,0,330,0,0,144000,-1.2561961638816321,1.6776163061470157,-0.015270613545818977,1.4610445923667137,0.7302000058892797,0.32947342355212683,0.5500107213536735,-0.46860621245231854,0.103068586802124,0.36616263971291524,0.31487588079272044,-0.44833419051300116,-0.23643520444289612,0.06836207714219626,0.21112955324860674,-0.09024952866131505,-0.22123534964087863,-0.4278200485044868,-0.1870674639815064,-0.4747744960150183,-0.3373456828346363,0.39813312689189173,0.009878159173139741,0.14594877869205242,0.09734349490961734,-0.01514890429512513,0.14752338400670875
1199,20,70.0,9100,7,5,2001,2001,0.0,0,1212,1212,1212,0,1212,0,2,0,3,1,6,0,2,573,356,0,0,0,0,178000,1.817420872455598,0.5440842821634838,-0.16834397366952714,-0.6333065005096542,-1.5099173787068338,0.23212356727164885,0.03945769979162755,-0.19339785815291358,-0.23912690942076265,0.2961727188380883,0.2317425433910566,0.04456094114886324,-0.0304163584597487,0.1216594806851977,0.10337729848531187,-0.06585133565524125,-0.11326385636524218,0.13346093413738497,0.10959336782360078,0.06225090814979442,-0.09289199565181856,0.03965768790869791,-0.014942386283136098,-0.05317182327728226,-0.017438271837783008,0.0530278492083318,-0.005410608307139851
1200,20,75.0,11235,4,5,1963,1979,51.0,547,504,1051,1382,0,1382,0,1,1,3,1,6,1,2,459,0,82,0,0,0,148000,-1.5045212982521745,-1.2044886583375356,0.09050688365142288,-0.9454037788484775,0.1528591792603032,0.2105156951549726,-0.0068860787053612645,-0.043966534774322455,-0.1077924566813425,-0.07069757532082546,-0.16433914560046667,0.20195831470987655,-0.013210226586391378,-0.13011331245622418,0.5515433411157602,-0.19409936183072463,0.29904991922731744,0.14635299413648475,0.1773164125022749,0.17136374888467382,0.186350095496124,-0.004084996654917863,-0.1475957231844451,0.03172591089558711,-0.041560714115642425,-0.09459535002900464,-0.12295676383040559
1201,20,71.0,9353,4,5,1970,1970,0.0,0,864,864,864,0,864,0,1,0,3,1,5,0,1,280,0,0,0,0,0,116050,-1.638064448416058,-0.17946684862903922,0.6916510459227553,-0.41605598979210595,-0.5047673998756546,-0.27994899611705193,-0.06315053895246904,-0.2826983260986495,0.004106643648385471,-0.17250221312424405,-0.6917968078798895,0.35829574266527664,-0.06495967940598943,0.051506296143313444,0.2140850073395601,0.011997470772987259,-0.5640441576492063,0.011550082383382865,0.31368458814273836,-0.11459298068361808,0.0748785550952688,0.007600531930019359,-0.23432036040407184,0.026119812381073484,0.12319293211130533,-0.15356344077454545,-0.059823597943295476
1202,60,80.0,10400,7,5,1998,1998,0.0,0,866,866,866,913,1779,0,2,1,3,1,6,0,2,546,198,36,0,0,0,197900,1.5474925281712604,0.549075659901108,-0.8357293689168827,-0.06360447147386523,-0.8574206358152431,0.40525273505256637,-0.6192881640849193,-0.7915491036419698,-0.23269317974658807,0.3750175577583252,0.06717396562389136,-0.1399057130947162,-0.16269028793682533,0.34900321719953403,-0.5290882700905378,0.36064102309082857,0.11586990834441778,0.10765968623374166,0.11914944172184075,0.03239268104177877,0.019290764551533175,0.029151547272773692,-0.0374323355703993,0.005158741000651581,-0.036928912707007315,0.08871004608332705,-0.028794819238352504
1203,50,50.0,6000,5,8,1925,1997,0.0,0,884,884,884,464,1348,1,1,0,3,1,5,1,1,216,0,0,208,0,0,117000,-1.791969855730118,1.771623419457078,-0.07180984072792841,0.5137698089548715,0.13237632435677615,0.5825671972873676,-0.39458727823313944,-0.4702379126188825,0.5478189736418888,0.6412418682255083,-0.1847349503074549,0.08626201129560464,0.147618360253166,0.042816611301808846,-0.0944300841822317,-0.08227881622645504,0.37335395543365296,-0.29133513869451294,-0.48151781177162195,0.026909830860231288,0.002794439588646511,-0.10610156730340711,-0.2151975443445701,0.10551858928242205,-0.020971513392219206,0.14031521435748737,-0.04961431574050268
1204,20,75.0,9750,7,5,2000,2001,171.0,0,1630,1630,1630,0,1630,0,2,0,3,1,6,1,2,451,74,234,0,0,0,213000,1.7382993964741666,0.27899118020512736,-0.2587817842735374,-0.9317018176412761,-0.5631069266137778,0.5324218430984039,0.2448032591212747,-0.023671422540953866,-0.056041378116049305,0.36557411080329694,0.247845782837889,0.23194642740629515,0.10952961807104368,0.33908941983770935,0.381028308927374,0.03688460628932823,-0.2380843403715783,-0.15155981463231238,-0.017366449357673213,0.10180334684378853,-0.09419281365157689,-0.029751913586898347,-0.07459769225899485,-0.09677089821313883,-0.028896208532712,-0.04927889372069348,0.04494628435201849
1205,20,78.0,10140,5,6,1975,1975,0.0,788,268,1056,1074,0,1074,1,1,1,3,1,6,0,2,495,0,88,0,0,0,153500,-0.7193028319069378,-1.0939078358450287,-0.41175015697011796,-0.7963744909408648,-0.8409930503701784,-0.007555756606966966,-0.4656598822516849,-0.21320013814558078,0.49709388678832644,0.9522271631769905,0.4599233421589771,-0.08754277485164286,0.010633021104583059,-0.4786788254262197,0.1816912149619557,0.09382503099733398,0.1024268003668972,0.2366911906199427,-0.25120406331395206,-0.06823976545004946,0.01109512001139374,-0.08588686775493821,-0.026930081243993015,-0.07207033089421057,0.07422230437878727,0.14081177136719758,-0.08691766732139175
1206,20,90.0,14684,7,7,1990,1991,234.0,485,1496,2158,2196,0,2196,0,2,0,3,1,7,1,3,701,84,70,0,0,0,271900,0.9158798291824539,-2.0013201929223543,-0.7541442707836963,0.4123106862984821,0.45874822949659516,1.2055632574940234,0.09554561798758192,0.4072789945963213,0.1532895061929333,0.27264384858825097,-0.7184893401568719,0.14641106326554387,0.27069198798609045,-0.04698978985851827,0.265287702021917,0.17524120009702338,-0.1203751771084928,0.38168987927428644,-0.037241110166414806,-0.1492748166154601,-0.2095547389991355,-0.118395592320477,0.37022217256922574,0.10359937745649248,-0.1628192375726852,-0.1245457488928423,0.10986508258590666
1207,20,0.0,8900,4,4,1966,1966,0.0,1056,0,1056,1056,0,1056,1,1,0,2,1,5,0,1,384,0,42,0,0,0,107000,-2.121237081570928,-0.124513858388339,-0.052012527408744236,-0.6439605758099763,-0.23300629393453343,0.43736036609965523,-0.34715919025969716,0.08015429125896596,-0.02023192821137474,-0.034840621097266995,0.06289205305253116,-0.05988894523920519,-0.03311795224665831,-0.2255047979300477,0.06352373295605748,-0.6158514081724764,0.2877788212425008,0.2694298438528544,-0.19781992243144078,-0.1429781004937479,-0.22293883079037263,-0.011823520459684309,0.27486386884226244,-0.13921281008021982,-0.09109925607344874,-0.0871699601895738,-0.24542886119141968
1208,20,70.0,9135,6,5,2003,2003,120.0,340,1342,1682,1700,0,1700,1,2,0,3,1,7,0,2,544,192,23,0,0,0,200000,2.2870874168436783,-0.29489988594994004,0.12969910965044343,-1.0638197205657953,-0.9278972043934317,0.3762274206293128,0.5595703207096211,-0.47066325973968365,-0.03264995405187853,0.10599554219653162,0.057575716802745515,0.0158307072605559,0.19176383073346404,0.04775486307804815,0.09300221687881872,-0.049437019092057166,0.22466397569670907,-0.018536859172990364,0.12831525077850764,0.021674557677293753,0.03933822529368978,0.0056946301061108415,0.05306999162373468,-0.02148790846550525,-0.061215794339597986,0.05086200222877187,-0.026560122970265023
1209,20,70.0,7763,5,7,1962,1980,0.0,504,319,931,1283,0,1283,1,1,0,3,1,6,0,2,506,0,0,0,0,0,140000,-1.8204778669862323,0.14518238489120786,0.24958726979332346,-0.4107400332801033,-0.43551306930383715,-0.17757621265137652,0.12023870413971606,-0.2754227190696064,-0.05054258516938618,-0.3598260340249811,0.40880638877657305,0.22140540075931317,-0.6671321113523182,0.0067745038734637565,-0.07631202776362993,-0.30231879005347373,-0.22712583472586337,-0.04468884150745943,-0.1435360900992448,0.009764952696041282,-0.15775617435261582,-0.05198817377282795,0.10287593990486327,0.0410397980010884,0.020025992053536067,-0.06459103609730633,0.1687589741990741
1210,20,85.0,10182,8,5,2006,2006,420.0,1220,440,1660,1660,0,1660,1,2,0,3,1,8,1,2,500,322,50,0,0,0,290000,2.5284011161506608,-0.5299633901178362,1.718862724318537,1.2184373048159163,0.0029916410149779665,0.6786013015469043,0.11975003106078055,-0.02110829004505643,0.6032224809861905,-0.7498823694774119,-0.13977696846654794,-0.10305140716065393,0.6296609000350217,-0.5078376108599492,-0.15565984660710708,-0.12080069014503408,0.02785256914608786,0.35442085541289176,0.15994994634242074,0.0018130632859889822,-0.1849178224063758,-0.19329049561469314,0.10927361566363654,0.056965288349138235,0.0733705111072954,-0.23183216436028056,-0.0754706319864104
1211,60,70.0,11218,6,5,1992,1992,0.0,0,1055,1055,1055,790,1845,0,2,1,3,1,8,1,2,462,635,104,0,0,0,189000,1.3123533529201095,0.6581803486021579,-1.1072877563929528,-0.390926303595939,-0.21533610335359887,-0.2630882141959321,-0.7935838132839708,-0.7981787427312026,0.48416310651361827,0.3945711066939867,-0.17294909917666065,0.2730559666138198,-0.04665840243769237,0.18548154933686112,0.016414091133733315,0.055287272024482206,-0.2179005640147254,-0.09012458797010145,0.1588333114231113,-0.2461134978841058,-0.19049350075038182,0.47664898049996063,-0.15070124034871102,-0.07374310809079625,0.08535573986398955,-0.2317310093780835,-0.1504674413246929
1212,50,152.0,12134,8,7,1988,2005,0.0,427,132,559,1080,672,1752,0,2,0,4,1,8,0,2,492,325,12,0,0,0,164000,0.4701820891432242,0.12776694625064428,-0.8258710349473565,1.0440031741710833,-0.3527106983705933,-0.6932656075175075,0.45910209063915264,-1.1950026444738722,0.23501664090646296,-0.1369382315094943,-0.9192077182539906,-0.40352252773131114,-0.5294778538172379,-0.7231768590573948,0.9283460207213056,0.30927291604995355,0.6084418692218094,-0.2590861671769092,0.0444638432452802,0.24912359525217934,0.06690709367210164,-0.04601846511519336,-0.00020723518836441787,0.5456571665490089,-0.2506313587025515,-0.3788316401753013,-0.21563828084658823
1213,30,50.0,9340,4,6,1941,1950,0.0,344,328,672,672,0,672,1,1,0,2,1,4,0,1,234,0,113,0,0,0,113000,-1.9126578296434682,-0.49252176905958844,0.8868632684344817,-0.37752756263334875,-0.08544770861271804,-0.4064771476379201,0.12987524233125997,-0.20043043015327458,-0.26655550986813403,-0.46529438445709004,0.05713758313144943,0.2595684708619375,0.005848956805055406,-0.05375359932058243,0.11654602719980114,0.23847800230093597,0.384263734817153,-0.33882087630495183,0.07375666830836222,0.018176665108542305,0.06961693564631873,-0.18806133481636672,-0.010523830481366231,-0.11519144351722425,0.07240221747751313,-0.005261713129196659,0.063808805116578
